beta[6] output .pE_1 .pE_2 .pE_3 .pE_4 .pE_5 .pE_6 .pE_7 .pE_8 .pEP_1 .pEP_2 .pEP_3 .pEP_4 .pEP_5 .pEP_6 .pEP_7 .pEP_8 .pA_1 .pA_2 .pA_3 .pA_4 .pA_5 .pA_6 .pA_7 .pA_8 .pP_1 .pP_2 .pP_3 .pP_4 .pP_5 .pP_6 .pP_7 .pP_8 .pI1_1 .pI1_2 .pI1_3 .pI1_4 .pI1_5 .pI1_6 .pI1_7 .pI1_8 .pI1H_1 .pI1H_2 .pI1H_3 .pI1H_4 .pI1H_5 .pI1H_6 .pI1H_7 .pI1H_8 .pI1D_1 .pI1D_2 .pI1D_3 .pI1D_4 .pI1D_5 .pI1D_6 .pI1D_7 .pI1D_8 .pI2_1 .pI2_2 .pI2_3 .pI2_4 .pI2_5 .pI2_6 .pI2_7 .pI2_8 .pH_1 .pH_2 .pH_3 .pH_4 .pH_5 .pH_6 .pH_7 .pH_8 .pHD_1 .pHD_2 .pHD_3 .pHD_4 .pHD_5 .pHD_6 .pHD_7 .pHD_8 .lock_1_restrict .lock_2_release .ns .p_home_weekend beta[3] beta[1] beta[2] repeats
0.045698086167558 Ens0000 0.672197529392613 0.672197529392613 0.672197529392613 0.672197529392613 0.672197529392613 0.672197529392613 0.672197529392613 0.672197529392613 0.0647094802314761 0.0765888024466575 0.0981315065445525 0.122049069090047 0.148815792404084 0.185086620682523 0.225678182763871 0.275171927542855 0.14560196948981 0.14560196948981 0.14560196948981 0.14560196948981 0.14560196948981 0.14560196948981 0.14560196948981 0.14560196948981 0.391640793311675 0.391640793311675 0.391640793311675 0.391640793311675 0.391640793311675 0.391640793311675 0.391640793311675 0.391640793311675 0.209390209607269 0.209390209607269 0.209390209607269 0.209390209607269 0.209390209607269 0.209390209607269 0.209390209607269 0.209390209607269 0.145375105388167 0.172062968013463 0.220460403248219 0.274193150957541 0.334326769845448 0.415812132803584 0.507004375336478 0.618196094657381 2.380306286107e-09 2.81728128949659e-09 3.60971902505762e-09 4.48951475625103e-09 5.47411545981069e-09 6.80831997272964e-09 8.30146054563347e-09 1.01220635144561e-08 0.999990330452273 0.999990330452273 0.999990330452273 0.999990330452273 0.999990330452273 0.999990330452273 0.999990330452273 0.999990330452273 0.346263659672692 0.288201209327186 0.217116702121289 0.167499877213924 0.131471746881923 0.100187147577219 0.0779639873349238 0.0605041835395511 0.0940299625077235 0.111291918847273 0.142595827507858 0.177350665614794 0.216245646391495 0.268951132681071 0.32793511844306 0.39985495073482 1 1 44 0.0388766575278714 0.0501682945600484 0.0501682945600484 0.0501682945600484 10
0.0159015103828385 Ens0001 0.631621113622985 0.631621113622985 0.631621113622985 0.631621113622985 0.631621113622985 0.631621113622985 0.631621113622985 0.631621113622985 0.0453475028641016 0.055249230752769 0.0738690974188291 0.0953812396705108 0.120329526629615 0.155371864824937 0.196011532357191 0.247281068939371 0.126219255254197 0.126219255254197 0.126219255254197 0.126219255254197 0.126219255254197 0.126219255254197 0.126219255254197 0.126219255254197 0.258273509554 0.258273509554 0.258273509554 0.258273509554 0.258273509554 0.258273509554 0.258273509554 0.258273509554 0.220371257089065 0.220371257089065 0.220371257089065 0.220371257089065 0.220371257089065 0.220371257089065 0.220371257089065 0.220371257089065 0.143292450300377 0.174580674827905 0.233417129987119 0.301392815080332 0.380226288664983 0.490955704556088 0.619371982681497 0.781377320541923 3.41829957157228e-09 4.16469286915011e-09 5.56826039166769e-09 7.18984795433674e-09 9.07045246919481e-09 1.17119476359504e-08 1.47753700812977e-08 1.8640073182123e-08 0.99999999931061 0.99999999931061 0.99999999931061 0.99999999931061 0.99999999931061 0.99999999931061 0.99999999931061 0.99999999931061 0.416717339966093 0.333961580565716 0.235278896865896 0.169810710125425 0.124951847617518 0.0884445156417535 0.0642593239139251 0.0465189662320306 0.03124144013254 0.0380630779186283 0.0508909386162037 0.0657113865313331 0.082899111636684 0.107040972636488 0.135039024569361 0.170360355548828 1 1 23 0.635079641798511 0.117740195049633 0.117740195049633 0.117740195049633 10
0.0625299570459777 Ens0002 0.766971160224656 0.766971160224656 0.766971160224656 0.766971160224656 0.766971160224656 0.766971160224656 0.766971160224656 0.766971160224656 0.030622240176384 0.0397664527970627 0.0583981449257269 0.0818946226311012 0.111368185708251 0.156177144895397 0.212384705091609 0.288821152333533 0.169295289562948 0.169295289562948 0.169295289562948 0.169295289562948 0.169295289562948 0.169295289562948 0.169295289562948 0.169295289562948 0.54348481150651 0.54348481150651 0.54348481150651 0.54348481150651 0.54348481150651 0.54348481150651 0.54348481150651 0.54348481150651 0.227485110607229 0.227485110607229 0.227485110607229 0.227485110607229 0.227485110607229 0.227485110607229 0.227485110607229 0.227485110607229 0.0685755360532015 0.0890531130898774 0.130776980055257 0.183395062361684 0.249398247490254 0.349743564441112 0.475614942514569 0.646786950617999 5.5550363092283e-07 7.21384483644862e-07 1.05937323195633e-06 1.48561176329993e-06 2.02027778418159e-06 2.83313600039821e-06 3.85277086690249e-06 5.23936844216663e-06 0.984037694092619 0.984037694092619 0.984037694092619 0.984037694092619 0.984037694092619 0.984037694092619 0.984037694092619 0.984037694092619 0.656613658780283 0.547058896011253 0.399263447915876 0.292283747181515 0.215690657503585 0.151952459897337 0.10937116911654 0.078173883834957 0.0371629279163197 0.048260277833125 0.070871563864073 0.0993867182819935 0.135155620026744 0.189535446933119 0.257748533104879 0.35051124944011 1 1 88 0.600699665099382 0.129136876745202 0.129136876745202 0.129136876745202 10
0.0108157169884091 Ens0003 0.794903870387875 0.794903870387875 0.794903870387875 0.794903870387875 0.794903870387875 0.794903870387875 0.794903870387875 0.794903870387875 0.118836360625323 0.14431172238869 0.192021147957902 0.246894161018082 0.310276426079084 0.398942713941483 0.501358634734937 0.630066603146811 0.132732070803222 0.132732070803222 0.132732070803222 0.132732070803222 0.132732070803222 0.132732070803222 0.132732070803222 0.132732070803222 0.317433696712328 0.317433696712328 0.317433696712328 0.317433696712328 0.317433696712328 0.317433696712328 0.317433696712328 0.317433696712328 0.224574128394018 0.224574128394018 0.224574128394018 0.224574128394018 0.224574128394018 0.224574128394018 0.224574128394018 0.224574128394018 0.0504986531760368 0.0613242241667069 0.0815979999906207 0.104915890581253 0.131849726353274 0.169527825005984 0.213048730868789 0.267742252478021 0.000440352021293049 0.000534751807575965 0.000711540644541206 0.000914874389266651 0.00114973944560864 0.00147829527545151 0.00185780081985452 0.00233473240668917 0.879862649835617 0.879862649835617 0.879862649835617 0.879862649835617 0.879862649835617 0.879862649835617 0.879862649835617 0.879862649835617 0.652976539744698 0.47005387121434 0.258850623734737 0.143282591515313 0.0812891325075662 0.0428263611835717 0.0237111043967186 0.0130698191935983 0.036814262202506 0.0447062629565279 0.0594861442419671 0.0764852300437293 0.0961203931593457 0.12358828221883 0.155315663821241 0.195188046917908 1 1 66 0.251782695883885 0.0660665396768814 0.0660665396768814 0.0660665396768814 10
0.0203695669636763 Ens0004 0.452740153241642 0.452740153241642 0.452740153241642 0.452740153241642 0.452740153241642 0.452740153241642 0.452740153241642 0.452740153241642 0.0215052756057462 0.0281496457170883 0.0418240184739466 0.0592576252600972 0.0813404372665482 0.115245768481957 0.158192994746182 0.217144836781435 0.142082958262527 0.142082958262527 0.142082958262527 0.142082958262527 0.142082958262527 0.142082958262527 0.142082958262527 0.142082958262527 0.398192929950596 0.398192929950596 0.398192929950596 0.398192929950596 0.398192929950596 0.398192929950596 0.398192929950596 0.398192929950596 0.205498079369676 0.205498079369676 0.205498079369676 0.205498079369676 0.205498079369676 0.205498079369676 0.205498079369676 0.205498079369676 0.0676974717265208 0.0886135978901368 0.131659801066346 0.186539874408971 0.256055400220197 0.362787592051312 0.497983191915096 0.683560476883323 8.04545212017895e-06 1.05312124786868e-05 1.56470042176863e-05 2.21691828333616e-05 3.043070014353e-05 4.31152024913862e-05 5.91824159016151e-05 8.12372005593967e-05 0.991624968614687 0.991624968614687 0.991624968614687 0.991624968614687 0.991624968614687 0.991624968614687 0.991624968614687 0.991624968614687 0.663098838222195 0.526565170530277 0.34999152491018 0.232903748640579 0.156806930719071 0.0996582803389788 0.0653016054873491 0.0425110587106984 0.0352927458220164 0.0461969569461157 0.0686382486008181 0.0972488957901148 0.13348944836275 0.18913217801356 0.259613745796813 0.356360814508357 1 1 52 0.749302534610033 0.244837084388849 0.244837084388849 0.244837084388849 10
0.0317974905106774 Ens0005 0.696717789284989 0.696717789284989 0.696717789284989 0.696717789284989 0.696717789284989 0.696717789284989 0.696717789284989 0.696717789284989 0.107231867284294 0.119294159965832 0.139540581508942 0.16018140999311 0.181583836792009 0.208443699279259 0.236294627896431 0.267866821428402 0.129385602730922 0.129385602730922 0.129385602730922 0.129385602730922 0.129385602730922 0.129385602730922 0.129385602730922 0.129385602730922 0.31216380212398 0.31216380212398 0.31216380212398 0.31216380212398 0.31216380212398 0.31216380212398 0.31216380212398 0.31216380212398 0.203735809456811 0.203735809456811 0.203735809456811 0.203735809456811 0.203735809456811 0.203735809456811 0.203735809456811 0.203735809456811 0.20793324165133 0.231323225268511 0.270583047650758 0.310607664266857 0.352109095662263 0.404193036926437 0.458198753855853 0.519420373076014 0.134965646412874 0.150147654991247 0.17563048430605 0.201609727505064 0.22854754404107 0.262354273280817 0.297408391792525 0.337146219890003 0.9983816755256 0.9983816755256 0.9983816755256 0.9983816755256 0.9983816755256 0.9983816755256 0.9983816755256 0.9983816755256 0.565928456745329 0.447859626869352 0.302466170359296 0.207020858445991 0.143987509432394 0.0952686128693553 0.0649017180902716 0.0439798405607489 7.92218348763139e-06 8.81333364965654e-06 1.03091190956677e-05 1.18340429334182e-05 1.34152328956516e-05 1.53996127676573e-05 1.74572116176447e-05 1.97897338109229e-05 1 1 96 0.904148384435102 0.0531489389400108 0.0531489389400108 0.0531489389400108 10
0.0417436382320504 Ens0006 0.654053650650617 0.654053650650617 0.654053650650617 0.654053650650617 0.654053650650617 0.654053650650617 0.654053650650617 0.654053650650617 0.0558930996634047 0.0772700042112926 0.124409401850005 0.189179640668579 0.276916101663437 0.421084643355117 0.616372446295722 0.902229512635481 0.137358189421297 0.137358189421297 0.137358189421297 0.137358189421297 0.137358189421297 0.137358189421297 0.137358189421297 0.137358189421297 0.298426213189813 0.298426213189813 0.298426213189813 0.298426213189813 0.298426213189813 0.298426213189813 0.298426213189813 0.298426213189813 0.24915821265551 0.24915821265551 0.24915821265551 0.24915821265551 0.24915821265551 0.24915821265551 0.24915821265551 0.24915821265551 0.0120385268469277 0.0166427882110984 0.0267959002667748 0.0407464283926974 0.0596435328206446 0.0906952524441681 0.132757286447218 0.194326567597111 0.00257506349588266 0.00355992364655838 0.00573169337857097 0.00871573753797038 0.0127578636559769 0.0193998847856075 0.0283970328337901 0.0415668176731443 0.887975042657215 0.887975042657215 0.887975042657215 0.887975042657215 0.887975042657215 0.887975042657215 0.887975042657215 0.887975042657215 0.415142828616672 0.335713668339924 0.240106306079908 0.175802098378575 0.131124806118108 0.0942329021669743 0.0694230261284255 0.0509614539653295 5.64021869271549e-06 7.79737972600013e-06 1.25542551422207e-05 1.90902732538688e-05 2.79438317488524e-05 4.24919979562696e-05 6.21986508926447e-05 9.10447227463041e-05 1 1 70 0.0913023168966174 0.0422715739924278 0.0422715739924278 0.0422715739924278 10
0.0306230942350719 Ens0007 0.591379358481151 0.591379358481151 0.591379358481151 0.591379358481151 0.591379358481151 0.591379358481151 0.591379358481151 0.591379358481151 0.0644735064950659 0.0806285572965855 0.1120196420433 0.149610762781817 0.194628784529803 0.259941563654937 0.33815822900868 0.439910363846559 0.125544442788998 0.125544442788998 0.125544442788998 0.125544442788998 0.125544442788998 0.125544442788998 0.125544442788998 0.125544442788998 0.236727743518659 0.236727743518659 0.236727743518659 0.236727743518659 0.236727743518659 0.236727743518659 0.236727743518659 0.236727743518659 0.26035313472114 0.26035313472114 0.26035313472114 0.26035313472114 0.26035313472114 0.26035313472114 0.26035313472114 0.26035313472114 0.0399587699981161 0.0499711920669422 0.0694264567729393 0.0927243201779142 0.120625156887263 0.161104083207157 0.209580456074034 0.272643415944462 0.00541668660214648 0.00677393940241543 0.00941123458640524 0.0125694205007944 0.0163515711625723 0.0218387685381818 0.0284100748982387 0.0369586936329483 0.898824531057667 0.898824531057667 0.898824531057667 0.898824531057667 0.898824531057667 0.898824531057667 0.898824531057667 0.898824531057667 0.491947635744799 0.378517061967263 0.246426172069257 0.163993408292642 0.111490632184062 0.07210574737565 0.0481894652220783 0.0320691551344875 3.26522534696267e-08 4.08338902730521e-08 5.67317328374968e-08 7.5769549598019e-08 9.85686796085592e-08 1.3164597809492e-07 1.71258378932384e-07 2.22790189103998e-07 1 1 46 0.994247561986558 0.0596376911480526 0.0596376911480526 0.0596376911480526 10
0.0284467949410537 Ens0008 0.444106376185352 0.444106376185352 0.444106376185352 0.444106376185352 0.444106376185352 0.444106376185352 0.444106376185352 0.444106376185352 0.0831345259421452 0.101527281792532 0.136217146964943 0.176426134280913 0.223193804463163 0.2890768232506 0.365706340652994 0.462649084384964 0.127870080905515 0.127870080905515 0.127870080905515 0.127870080905515 0.127870080905515 0.127870080905515 0.127870080905515 0.127870080905515 0.226746721157722 0.226746721157722 0.226746721157722 0.226746721157722 0.226746721157722 0.226746721157722 0.226746721157722 0.226746721157722 0.257824699634615 0.257824699634615 0.257824699634615 0.257824699634615 0.257824699634615 0.257824699634615 0.257824699634615 0.257824699634615 0.0676487041658204 0.0826153631467453 0.110843399573317 0.143562487785094 0.181618545106999 0.235229253738502 0.297584664975606 0.376469471467566 5.33603938997659e-06 6.51658945140575e-06 8.74317924541966e-06 1.13240172031461e-05 1.43258281528301e-05 1.85545692131326e-05 2.34730807299798e-05 2.96954088573596e-05 0.999999709054543 0.999999709054543 0.999999709054543 0.999999709054543 0.999999709054543 0.999999709054543 0.999999709054543 0.999999709054543 0.380085106970014 0.321121104523357 0.24730705508735 0.194494041651681 0.155315123753316 0.120587880593751 0.0954199837327764 0.0752792368081572 0.0356073218210472 0.0434851171090893 0.0583431220008523 0.0755650203064314 0.0955960659415366 0.123814400332941 0.156635564057835 0.198157079158333 1 1 98 0.282179700289853 0.0860097580056947 0.0860097580056947 0.0860097580056947 10
0.0504796731028016 Ens0009 0.564807063946537 0.564807063946537 0.564807063946537 0.564807063946537 0.564807063946537 0.564807063946537 0.564807063946537 0.564807063946537 0.0315676506082464 0.0426979555802747 0.0665727538185983 0.0984099996581628 0.140394722622593 0.207536023565206 0.296077253976661 0.422392887829509 0.145149521913611 0.145149521913611 0.145149521913611 0.145149521913611 0.145149521913611 0.145149521913611 0.145149521913611 0.145149521913611 0.272234326941855 0.272234326941855 0.272234326941855 0.272234326941855 0.272234326941855 0.272234326941855 0.272234326941855 0.272234326941855 0.297187426630323 0.297187426630323 0.297187426630323 0.297187426630323 0.297187426630323 0.297187426630323 0.297187426630323 0.297187426630323 0.0259502448709747 0.0350999324133637 0.0547262539353007 0.0808981200588536 0.115411738296962 0.170605367434553 0.243390847699418 0.347228845344307 0.00832461688487912 0.0112597584908812 0.0175557147850094 0.0259514258746035 0.0370230997864203 0.0547287445439562 0.0780777048716732 0.111388047521023 0.921000329833706 0.921000329833706 0.921000329833706 0.921000329833706 0.921000329833706 0.921000329833706 0.921000329833706 0.921000329833706 0.369083013968769 0.335262861142239 0.289746605283628 0.253826239097138 0.224422286575728 0.195471028391567 0.172038101379128 0.151145744992692 4.71930252644189e-07 6.38326152758593e-07 9.9524975484312e-07 1.47121040389553e-06 2.09887386741042e-06 3.10262329146257e-06 4.42629750960631e-06 6.31469173117417e-06 1 1 82 0.415933409915306 0.109430752854981 0.109430752854981 0.109430752854981 10
